Details,Product,Odometer,Distance,Unit,MPG,ID,Litres
Ford Connect T230LWB van Van Small,Diesel,39775.0,2825.0,Miles,31.63,305,
Ford Connect T230LWB van Van Small,Diesel,36155.0,2572.0,Miles,31.87,306,
Ford Connect T230LWB van Van Small,Diesel,40720.0,2428.0,Miles,26.79,307,
Ford Connect T230LWB van Van Small,Diesel,40628.0,4105.0,Miles,33.16,308,
Ford Connect T230LWB van Van Small,Diesel,41984.0,6493.0,Miles,36.05,309,
Ford Connect T230LWB van Van Small,Diesel,31280.0,2904.0,Miles,27.46,310,
Ford Connect T230LWB van Van Small,Diesel,33646.0,2631.0,Miles,28.14,311,
Ford Connect T230LWB van Van Small,Diesel,30642.0,1990.0,Miles,30.33,312,
Ford Connect T230LWB van Van Small,Diesel,54225.0,9974.0,Miles,28.71,313,
Ford Connect T230LWB van Van Small,Diesel,45212.0,4715.0,Miles,33.26,314,
Ford Connect T230LWB van Van Small,Diesel,40284.0,4152.0,Miles,33.69,315,
Ford Connect T230LWB van Van Small,Diesel,57951.0,8271.0,Miles,33.22,316,
Ford Connect T230LWB van Van Small,Diesel,38575.0,4303.0,Miles,28.3,317,
Ford Connect T230LWB van Van Small,Diesel,33161.0,4787.0,Miles,30.34,318,
Ford Connect T230LWB van Van Small,Diesel,46975.0,6385.0,Miles,30.81,319,
Ford Connect T230LWB van Van Small,Diesel,54347.0,7848.0,Miles,30.71,320,
Ford Connect T230LWB van Van Small,Diesel,48450.0,6013.0,Miles,30.74,321,
Ford Connect T230LWB van Van Small,Diesel,55048.0,7345.0,Miles,34.65,322,
Ford Connect T230LWB van Van Small,Diesel,60668.0,5867.0,Miles,28.6,323,
Ford Connect T230LWB van Van Small,Diesel,49338.0,5955.0,Miles,34.52,324,
Ford Connect T230LWB van Van Small,Diesel,57162.0,14865.0,Miles,31.1,325,
Ford Connect T230LWB van Van Small,Diesel,43753.0,3015.0,Miles,28.14,326,
Ford Connect T230LWB van Van Small,Diesel,58881.0,762.0,Miles,3.86,327,
Ford Connect T230LWB van Van Small,Diesel,61222.0,11680.0,Miles,36.74,328,
Peugeot Partner Van Small,Diesel,46131.0,6374.0,Miles,35.08,329,
Peugeot Partner Van Small,Diesel,34530.0,7170.0,Miles,42.64,331,
Peugeot Partner Van Small,Diesel,55912.0,9715.0,Miles,41.49,332,
Peugeot Partner Van Small,Diesel,26512.0,8234.0,Miles,46.64,333,
Peugeot Partner Van Small,Diesel,36908.0,3903.0,Miles,37.17,334,
Peugeot Partner Van Small,Diesel,43445.0,7421.0,Miles,43.06,335,
Peugeot Partner Van Small,Diesel,32663.0,4692.0,Miles,36.83,336,
Peugeot Partner Van Small,Diesel,26083.0,2680.0,Miles,28.76,337,
Ford Connect T200SWB van Van Small,Diesel,50726.0,6481.0,Miles,40.79,338,
Ford Connect T240LWB Van Van Small,Diesel,31447.0,7957.0,Miles,42.97,339,
Ford Connect T240LWB Van Van Small,Diesel,30333.0,4534.0,Miles,42.43,340,
Ford Connect T230LWB van Van Small,Diesel,22537.0,3264.0,Miles,35.95,341,
Ford Connect T240LWB Van Van Small,Diesel,70358.0,10252.0,Miles,39.15,342,
Ford Connect T240LWB Van Van Small,Diesel,70169.0,8628.0,Miles,44.49,343,
Ford Connect T240LWB Van Van Small,Diesel,34886.0,2453.0,Miles,38.28,344,
Ford Connect T240LWB Van Van Small,Diesel,74026.0,12351.0,Miles,40.0,345,
Ford Connect T240LWB Van Van Small,Diesel,67100.0,11444.0,Miles,39.59,346,
Peugeot Partner Van Small,Diesel,46272.0,5733.0,Miles,40.64,347,
Peugeot Bipper Van Small,Diesel,45737.0,2279.0,Miles,38.88,348,
Peugeot Bipper Van Small,Diesel,54546.0,8298.0,Miles,47.68,349,
Peugeot Bipper Van Small,Diesel,24229.0,2522.0,Miles,43.44,350,
Peugeot Partner Van Small,Diesel,15262.0,4903.0,Miles,45.88,351,
Peugeot Partner Van Small,Diesel,15500.0,4139.0,Miles,41.08,352,
Peugeot Partner Van Small,Diesel,14360.0,4455.0,Miles,43.43,353,
Peugeot Partner Van Small,Diesel,10981.0,3294.0,Miles,41.92,354,
Peugeot Partner Van Small,Diesel,20878.0,6182.0,Miles,43.55,355,
Peugeot Partner Van Small,Diesel,13846.0,5462.0,Miles,43.86,356,
Peugeot Partner Van Small,Diesel,13448.0,3196.0,Miles,42.56,357,
Peugeot Partner Van Small,Diesel,11907.0,3446.0,Miles,39.73,358,
Peugeot Partner Van Small,Diesel,10915.0,2903.0,Miles,36.48,359,
Peugeot Partner Van Small,Diesel,22551.0,6140.0,Miles,39.48,360,
Peugeot Partner Van Small,Diesel,89661.0,18800.0,Miles,44.24,361,
Peugeot Partner Van Small,Diesel,100376.0,33900.0,Miles,49.64,362,
Peugeot Partner Van Small,Diesel,12264.0,3184.0,Miles,38.97,363,
Peugeot Partner Van Small,Diesel,21065.0,5699.0,Miles,42.66,364,
Peugeot Partner Van Small,Diesel,13302.0,3816.0,Miles,41.97,365,
Peugeot Partner Van Small,Diesel,19181.0,5651.0,Miles,50.29,366,
Peugeot Partner Van Small,Diesel,23186.0,6195.0,Miles,45.32,367,
Peugeot Partner Van Small,Diesel,27472.0,9402.0,Miles,48.3,368,
Peugeot Partner Van Small,Diesel,20968.0,6134.0,Miles,37.24,369,
Peugeot Partner Van Small,Diesel,24365.0,7147.0,Miles,41.07,370,
Peugeot Partner Van Small,Diesel,21883.0,4236.0,Miles,33.77,371,
Peugeot Partner Van Small,Diesel,25538.0,7266.0,Miles,49.19,372,
Peugeot Partner Van Small,Diesel,27080.0,8864.0,Miles,47.25,373,
Peugeot Partner Van Small,Diesel,20611.0,4422.0,Miles,41.52,374,
Peugeot Partner Van Small,Diesel,21415.0,5901.0,Miles,46.96,375,
Peugeot Partner Van Small,Diesel,10550.0,2716.0,Miles,43.02,376,
Peugeot Partner Van Small,Diesel,24236.0,7098.0,Miles,43.96,377,
Peugeot Partner Van Small,Diesel,18827.0,6346.0,Miles,46.48,378,
Peugeot Partner Van Small,Diesel,96721.0,21302.0,Miles,46.0,379,
Peugeot Partner Van Small,Diesel,14989.0,2929.0,Miles,44.79,380,
Peugeot Partner Van Small,Diesel,13572.0,2921.0,Miles,37.99,381,
Peugeot Partner Van Small,Diesel,32602.0,8379.0,Miles,42.96,382,
Volkswagen Tranporter 4 Motion Van Medium,Diesel,52580.0,2063.0,Miles,19.16,383,
Volkswagen Tranporter 4 Motion Van Medium,Diesel,70493.0,5511.0,Miles,28.95,384,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,47832.0,5815.0,Miles,26.37,385,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,59225.0,2036.0,Miles,27.25,386,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,57878.0,3343.0,Miles,28.51,387,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,42183.0,3303.0,Miles,25.58,388,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,74771.0,1754.0,Miles,27.36,389,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,64385.0,8902.0,Miles,34.16,390,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,53796.0,1896.0,Miles,28.33,391,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,41436.0,2905.0,Miles,24.5,392,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,63988.0,5433.0,Miles,44.12,393,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,62296.0,5523.0,Miles,30.37,394,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,100090.0,5464.0,Miles,49.18,395,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,55499.0,2623.0,Miles,23.42,396,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,62705.0,5305.0,Miles,31.7,397,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,57510.0,9243.0,Miles,35.89,398,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,82248.0,7275.0,Miles,31.61,399,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,64184.0,6195.0,Miles,32.77,400,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,72389.0,1880.0,Miles,25.12,401,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,31689.0,1812.0,Miles,16.81,402,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,66334.0,6311.0,Miles,28.47,403,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,37528.0,1585.0,Miles,24.1,404,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,51815.0,2544.0,Miles,27.08,405,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,62387.0,4901.0,Miles,33.9,406,
Ford Transit 280SWB van Van Medium,Diesel,49929.0,7820.0,Miles,30.98,407,
Ford Transit 280SWB van Van Medium,Diesel,71003.0,12432.0,Miles,35.78,408,
Ford Transit 280SWB van Van Medium,Diesel,52108.0,7555.0,Miles,27.42,409,
Ford Transit 280SWB van Van Medium,Diesel,97963.0,10107.0,Miles,29.3,410,
Ford Transit 280SWB van Van Medium,Diesel,47207.0,8814.0,Miles,27.05,411,
Ford Transit 280SWB van Van Medium,Diesel,53029.0,6512.0,Miles,25.82,412,
Ford Transit 280SWB van Van Medium,Diesel,38002.0,4555.0,Miles,22.59,413,
Ford Transit 280SWB van Van Medium,Diesel,52163.0,4704.0,Miles,22.34,414,
Ford Transit 280SWB van Van Medium,Diesel,55993.0,6172.0,Miles,27.67,415,
Ford Transit 280SWB van Van Medium,Diesel,46453.0,4455.0,Miles,28.14,416,
Ford Transit 280SWB van Van Medium,Diesel,49626.0,3523.0,Miles,23.87,417,
Ford Transit 280SWB van Van Medium,Diesel,47002.0,3439.0,Miles,21.76,418,
Ford Transit 280SWB van Van Medium,Diesel,39587.0,2130.0,Miles,21.85,419,
Ford Transit 280SWB van Van Medium,Diesel,62523.0,6136.0,Miles,30.0,420,
Ford Transit 280SWB van Van Medium,Diesel,45483.0,5515.0,Miles,25.26,421,
Ford Transit 280SWB van Van Medium,Diesel,31981.0,4915.0,Miles,26.51,422,
Ford Transit 280SWB van Van Medium,Diesel,53458.0,7131.0,Miles,30.51,423,
Ford Transit 280SWB van Van Medium,Diesel,42904.0,2105.0,Miles,22.95,424,
Ford Transit 280SWB van Van Medium,Diesel,42923.0,3317.0,Miles,24.99,425,
Ford Transit 280SWB van Van Medium,Diesel,52066.0,3399.0,Miles,22.48,426,
Volkswagen Tranporter 4 Motion Van Medium,Diesel,24567.0,9803.0,Miles,31.82,427,
Ford Transit 280SWB van Van Medium,Diesel,97007.0,8385.0,Miles,28.17,428,
Ford Transit 280SWB van Van Medium,Diesel,73630.0,4108.0,Miles,24.51,429,
Ford Transit 280SWB van Van Medium,Diesel,101829.0,6884.0,Miles,21.23,430,
Ford Transit T300 Van Van Medium,Diesel,34807.0,5770.0,Miles,27.06,431,
Ford Transit 300 Van Van Medium,Diesel,51118.0,2473.0,Miles,23.02,432,
Ford Transit 300 Van Van Medium,Diesel,74514.0,5275.0,Miles,26.39,433,
Ford Transit 300 Van Van Medium,Diesel,46571.0,4077.0,Miles,23.83,434,
Ford Transit 300 CCab Van Van Medium,Diesel,54032.0,7288.0,Miles,26.25,435,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,56458.0,6117.0,Miles,36.75,436,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,51652.0,9074.0,Miles,35.26,437,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,32823.0,4917.0,Miles,34.05,438,
Peugeot Expert L1H1 90 Van Van Medium,Diesel,59968.0,8888.0,Miles,35.93,439,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,37204.0,6444.0,Miles,33.29,440,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,33194.0,3308.0,Miles,27.07,441,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,50129.0,8561.0,Miles,33.49,442,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,56969.0,7202.0,Miles,29.84,443,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,45960.0,4043.0,Miles,36.64,444,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,51400.0,6283.0,Miles,30.78,445,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,56114.0,8553.0,Miles,31.07,446,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,43336.0,5899.0,Miles,29.47,447,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,70700.0,4850.0,Miles,30.49,448,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,30969.0,3533.0,Miles,32.15,449,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,43903.0,6533.0,Miles,28.98,450,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,39293.0,5951.0,Miles,35.98,451,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,48697.0,2237.0,Miles,28.4,452,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,32340.0,4450.0,Miles,40.38,453,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,29996.0,4187.0,Miles,30.87,454,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,64861.0,9740.0,Miles,32.53,455,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,44153.0,6097.0,Miles,31.92,456,
Peugeot Expert L2H1 90 Van Van Medium,Diesel,81067.0,16912.0,Miles,29.49,457,
Ford Transit Custom 290L1 Van Medium,Diesel,27805.0,4210.0,Miles,25.58,458,
Ford Transit Custom 290L1 Van Medium,Diesel,36927.0,7641.0,Miles,27.56,459,
Ford Transit Custom 290L1 Van Medium,Diesel,20552.0,4808.0,Miles,23.81,460,
Ford Transit Custom 290L1 Van Medium,Diesel,25120.0,4637.0,Miles,24.8,461,
Ford Transit Custom 290L1 Van Medium,Diesel,33777.0,5327.0,Miles,23.37,462,
Ford Transit Custom 290L1 Van Medium,Diesel,38446.0,8289.0,Miles,30.61,463,
Ford Transit Custom 290L1 Van Medium,Diesel,19378.0,8260.0,Miles,33.55,464,
Ford Transit Custom 290L1 Van Medium,Diesel,36888.0,6390.0,Miles,28.26,465,
Ford Transit Custom 290L1 Van Medium,Diesel,22273.0,4566.0,Miles,25.47,466,
Ford Transit Custom 290L1 Van Medium,Diesel,39307.0,7895.0,Miles,27.35,467,
Ford Transit Custom 290L1 Van Medium,Diesel,17643.0,5053.0,Miles,28.42,468,
Ford Transit Custom 290L1 Van Medium,Diesel,35335.0,7120.0,Miles,29.73,469,
Ford Transit Custom 290L1 Van Medium,Diesel,23917.0,4245.0,Miles,25.66,470,
Ford Transit Custom 290L1 Van Medium,Diesel,30831.0,3957.0,Miles,25.54,471,
Ford Transit Custom 290L1 Van Medium,Diesel,22480.0,3730.0,Miles,25.53,472,
Ford Transit Custom 290L1 Van Medium,Diesel,18362.0,3096.0,Miles,23.92,473,
Ford Transit Custom 290L1 Van Medium,Diesel,22063.0,5581.0,Miles,25.48,474,
Ford Transit Custom 290L1 Van Medium,Diesel,31023.0,6258.0,Miles,25.59,475,
Ford Transit Custom 290L1 Van Medium,Diesel,14292.0,2311.0,Miles,20.72,476,
Ford Transit Custom 290L1 Van Medium,Diesel,18881.0,3574.0,Miles,25.64,477,
Ford Transit Custom 290L1 Van Medium,Diesel,39030.0,12951.0,Miles,33.17,478,
Ford Transit Custom 290L1 Van Medium,Diesel,31240.0,5859.0,Miles,26.18,479,
Ford Transit Custom 290L1 Van Medium,Diesel,31848.0,5522.0,Miles,23.91,480,
Ford Transit Custom 290L1 Van Medium,Diesel,28328.0,7361.0,Miles,28.46,481,
Ford Transit Custom 290L1 Van Medium,Diesel,40970.0,8284.0,Miles,25.87,482,
Ford Transit Custom 290L1 Van Medium,Diesel,27381.0,2603.0,Miles,26.9,483,
Ford Transit Custom 290L1 Van Medium,Diesel,23841.0,4477.0,Miles,24.98,484,
Ford Transit Custom 290L1 Van Medium,Diesel,38040.0,8001.0,Miles,24.06,485,
Ford Transit Custom 290L1 Van Medium,Diesel,43236.0,9627.0,Miles,30.74,486,
Ford Transit Custom 290L1 Van Medium,Diesel,33032.0,7227.0,Miles,27.73,487,
Ford Transit Custom 290L1 Van Medium,Diesel,20118.0,4045.0,Miles,27.99,488,
Ford Transit Custom 290L1 Van Medium,Diesel,31331.0,5452.0,Miles,22.11,489,
Ford Transit Custom 290L1 Van Medium,Diesel,98897.0,16572.0,Miles,32.74,490,
Ford Transit Custom 290L1 Van Medium,Diesel,43838.0,9485.0,Miles,28.29,491,
Ford Transit Custom 290L1 Van Medium,Diesel,26632.0,5164.0,Miles,29.54,492,
Ford Transit Custom 290L1 Van Medium,Diesel,34934.0,7760.0,Miles,28.43,493,
Ford Transit Custom 290L1 Van Medium,Diesel,29439.0,5773.0,Miles,21.53,494,
Ford Transit Custom 290L1 Van Medium,Diesel,27389.0,4547.0,Miles,27.37,495,
Ford Transit Custom 290L1 Van Medium,Diesel,21156.0,4200.0,Miles,24.99,496,
Ford Transit Custom 290L1 Van Medium,Diesel,34044.0,6936.0,Miles,26.42,497,
Ford Transit Custom 290L1 Van Medium,Diesel,12879.0,3745.0,Miles,25.76,498,
Ford Transit Custom 290L1 Van Medium,Diesel,29764.0,9873.0,Miles,29.85,499,
Ford Transit Custom 290L1 Van Medium,Diesel,9811.0,1828.0,Miles,26.0,500,
Ford Transit Custom 290L1 Van Medium,Diesel,13007.0,3007.0,Miles,27.23,501,
Ford Transit Custom 290L1 Van Medium,Diesel,15811.0,5050.0,Miles,25.78,502,
Ford Transit Custom 290L1 Van Medium,Diesel,22130.0,5637.0,Miles,24.87,503,
Ford Transit Custom 290L1 Van Medium,Diesel,13157.0,4554.0,Miles,21.26,504,
Ford Transit Custom 290L1 Van Medium,Diesel,29000.0,5405.0,Miles,29.48,505,
Ford Transit Custom 290L1 Van Medium,Diesel,17392.0,3874.0,Miles,28.4,506,
Ford Transit Custom 290L1 Van Medium,Diesel,26074.0,7382.0,Miles,28.73,507,
Ford Transit Custom 290L1 Van Medium,Diesel,14160.0,4363.0,Miles,25.29,508,
Ford Transit Custom 290L1 Van Medium,Diesel,16405.0,5397.0,Miles,24.26,509,
Ford Transit Custom 290L1 Van Medium,Diesel,28656.0,7656.0,Miles,31.83,510,
Ford Transit Custom 290L1 Van Medium,Diesel,10890.0,3495.0,Miles,23.0,511,
Ford Transit Custom 290L1 Van Medium,Diesel,15937.0,4334.0,Miles,27.37,512,
Ford Transit Custom 290L1 Van Medium,Diesel,14147.0,3638.0,Miles,26.22,513,
Ford Transit Custom 290L1 Van Medium,Diesel,16593.0,4482.0,Miles,26.99,514,
Ford Transit Custom 290L1 Van Medium,Diesel,13796.0,3966.0,Miles,26.9,515,
Ford Transit Custom 290L1 Van Medium,Diesel,20822.0,5329.0,Miles,28.84,516,
Ford Transit Custom 290L1 Van Medium,Diesel,19677.0,5019.0,Miles,28.41,517,
Ford Transit Custom 290L1 Van Medium,Diesel,25701.0,10248.0,Miles,27.69,518,
Ford Transit Custom 290L1 Van Medium,Diesel,18254.0,5651.0,Miles,30.25,519,
Ford Transit Custom 290L1 Van Medium,Diesel,26765.0,10000.0,Miles,32.69,520,
Ford Transit Custom 290L1 Van Medium,Diesel,16744.0,6585.0,Miles,25.26,521,
Ford Transit Custom 290L1 Van Medium,Diesel,30761.0,10740.0,Miles,28.22,522,
Ford Transit Custom 290L1 Van Medium,Diesel,21708.0,3765.0,Miles,26.49,523,
Ford Transit Custom 290L1 Van Medium,Diesel,39806.0,13373.0,Miles,33.02,524,
Ford Transit Custom 290L1 Van Medium,Diesel,13391.0,3405.0,Miles,24.91,525,
Ford Transit Custom 290L1 Van Medium,Diesel,21411.0,6306.0,Miles,28.33,526,
Ford Transit Custom 290L1 Van Medium,Diesel,27267.0,7931.0,Miles,29.28,527,
Ford Transit Custom 290L1 Van Medium,Diesel,17430.0,3256.0,Miles,26.02,528,
Ford Transit Custom 290L1 Van Medium,Diesel,25812.0,7985.0,Miles,28.77,529,
Ford Transit Custom 290L1 Van Medium,Diesel,21685.0,7347.0,Miles,27.29,530,
Ford Transit Custom 290L1 Van Medium,Diesel,25747.0,8489.0,Miles,30.13,531,
Ford Transit Custom 290L1 Van Medium,Diesel,23685.0,5516.0,Miles,30.54,532,
Ford Transit Custom 290L1 Van Medium,Diesel,11886.0,4687.0,Miles,28.33,533,
Ford Transit Custom 290L1 Van Medium,Diesel,27102.0,9269.0,Miles,31.87,534,
Ford Transit Custom 290L1 Van Medium,Diesel,14940.0,6323.0,Miles,28.41,535,
Ford Transit 330SWB van Van Medium,Diesel,82997.0,3917.0,Miles,30.23,536,
Ford Transit 330SWB van Van Medium,Diesel,36577.0,2608.0,Miles,22.06,537,
Ford Transit 330SWB van Van Medium,Diesel,82374.0,5699.0,Miles,23.87,538,
Ford Transit 330SWB van Van Medium,Diesel,81908.0,7805.0,Miles,25.43,539,
Ford Transit 100SWB van Van Medium,Diesel,33302.0,3957.0,Miles,24.63,540,
Ford Transit 100SWB van Van Medium,Diesel,56983.0,6130.0,Miles,28.01,541,
Ford Transit 100SWB van Van Medium,Diesel,46251.0,7700.0,Miles,26.9,542,
Ford Transit 100SWB van Van Medium,Diesel,60925.0,9989.0,Miles,23.79,543,
Ford Transit 100 T350 MWB Van Medium,Diesel,69765.0,8847.0,Miles,24.97,544,
Peugeot Boxer 330 Van Van Medium,Diesel,60347.0,7061.0,Miles,26.56,545,
Iveco Iveco Daily 35C12 Van Large,Diesel,19690.0,10273.0,Miles,22.92,546,
Peugeot Boxer 335 Van Van Large,Diesel,20253.0,9845.0,Miles,25.33,547,
Vauxhall Movano Panel Van Van Large,Diesel,9458.0,3837.0,Miles,22.61,548,
Vauxhall Movano Panel Van Van Large,Diesel,29807.0,16112.0,Miles,27.51,549,
Ford Transit 350L HR van Van Large,Diesel,7225.0,151.0,Miles,8.9,550,
Vauxhall Movano Panel Van Van Large,Diesel,20225.0,5401.0,Miles,25.64,551,
Ford Transit 350L HR van Van Large,Diesel,63764.0,7253.0,Miles,22.14,552,
Ford Transit 350L HR van Van Large,Diesel,64137.0,2876.0,Miles,22.27,553,
Ford Transit 350L HR van Van Large,Diesel,118522.0,9715.0,Miles,26.56,554,
Ford Transit 350EF van Van Large,Diesel,57153.0,6533.0,Miles,22.82,555,
Ford Transit 350EF van Van Large,Diesel,78669.0,6220.0,Miles,21.31,556,
Ford Transit 350L MR van Van Large,Diesel,72117.0,7267.0,Miles,26.13,557,
Peugeot Boxer 335 Van Van Large,Diesel,83926.0,9778.0,Miles,25.75,558,
Peugeot Boxer 335 Van Van Large,Diesel,51199.0,6714.0,Miles,23.7,559,
Peugeot Boxer 335 Van Van Large,Diesel,51176.0,6256.0,Miles,22.68,560,
Peugeot Boxer Van Large,Diesel,75257.0,8411.0,Miles,23.61,561,
Peugeot Boxer Van Large,Diesel,83209.0,11506.0,Miles,24.01,562,
Ford Transit 350 DS WASH Flatback to 3.5t,Diesel,76599.0,4163.0,Miles,14.75,563,
Ford Transit 350M Tip T/L Tipper to 3.5t,Diesel,133085.0,4555.0,Miles,20.39,564,
Ford Transit 350L tipper Tipper to 3.5t,Diesel,78981.0,3646.0,Miles,18.77,565,
Peugeot Boxer Tipper to 3.5t,Diesel,40497.0,6219.0,Miles,25.85,566,
Peugeot Boxer Tipper to 3.5t,Diesel,49452.0,14241.0,Miles,29.06,567,
Ford Transit 350M Dside Flatback to 3.5t,Diesel,34967.0,5532.0,Miles,23.0,568,
Ford Transit 350M Dside Flatback to 3.5t,Diesel,46380.0,1588.0,Miles,15.51,569,
Peugeot Boxer 335 Tipper T/L Flatback to 3.5t,Diesel,51451.0,2099.0,Miles,22.83,570,
Peugeot Boxer 335 Tipper T/L Flatback to 3.5t,Diesel,31083.0,4103.0,Miles,23.83,571,
Ford Transit 350M Dside Flatback to 3.5t,Diesel,32591.0,6475.0,Miles,22.76,572,
Ford Transit 350L tipper Tipper to 3.5t,Diesel,36327.0,8909.0,Miles,25.53,573,
Ford Transit 350L tipper Tipper to 3.5t,Diesel,31317.0,6586.0,Miles,18.41,574,
Ford Transit 350L tipper Tipper to 3.5t,Diesel,46800.0,13128.0,Miles,23.33,575,
Ford Transit 350M DS T/L Flatback to 3.5t,Diesel,12286.0,4904.0,Miles,24.82,576,
Ford Transit 350M Tip T/L Flatback to 3.5t,Diesel,26755.0,11850.0,Miles,26.99,577,
Ford Transit 350L DS T/L Flatback to 3.5t,Diesel,5189.0,2132.0,Miles,21.4,578,
Ford Transit 350L Dside Flatback to 3.5t,Diesel,14879.0,5064.0,Miles,21.7,579,
Ford Transit 350L Dside Flatback to 3.5t,Diesel,17694.0,8529.0,Miles,25.89,580,
Ford Transit 350M Dside T/L Flatback to 3.5t,Diesel,5986.0,2059.0,Miles,19.79,581,
Ford Transit 350EF BoxVan Luton,Diesel,107352.0,3399.0,Miles,19.79,582,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,19462.0,771.0,Miles,12.16,583,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,18428.0,674.0,Miles,11.78,584,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,25942.0,959.0,Miles,15.58,585,
Ford Transit 350EF BoxVan Luton,Diesel,92506.0,5863.0,Miles,19.54,586,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,21475.0,2921.0,Miles,20.41,587,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,46722.0,3661.0,Miles,30.23,588,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,24865.0,2089.0,Miles,30.83,589,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,12213.0,1597.0,Miles,15.88,590,
Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,8613.0,391.0,Miles,8.71,591,
Peugeot Boxer Luton,Diesel,45069.0,7216.0,Miles,20.9,592,
Peugeot Boxer Luton,Diesel,40607.0,8665.0,Miles,22.0,593,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,12712.0,8290.0,Miles,19.89,594,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,12815.0,7748.0,Miles,16.07,595,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,16143.0,11123.0,Miles,20.88,596,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,23144.0,12591.0,Miles,17.85,597,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,16883.0,8557.0,Miles,19.21,598,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,10678.0,5328.0,Miles,17.02,599,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,23571.0,13001.0,Miles,17.85,600,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,11537.0,4787.0,Miles,19.37,601,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,18568.0,9805.0,Miles,17.77,602,
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,21555.0,11519.0,Miles,19.14,603,
