Details,Product,Odometer,Distance,Unit,MPG,ID,Litres
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,10726.0,6880.0,Miles,13.97,645,
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,12129.0,6826.0,Miles,16.8,646,
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,5783.0,4060.0,Miles,13.98,647,
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,11175.0,8075.0,Miles,16.51,648,
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,6946.0,3663.0,Miles,14.43,649,
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,12046.0,8138.0,Miles,15.3,650,
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,12331.0,7270.0,Miles,15.31,651,
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,12952.0,6405.0,Kilometres,6.85,652,
Renault Midlum 7.5 Tip Grit Tipper 7.5t,Diesel,54796.0,4712.0,Miles,16.71,653,
Renault Midlum 7.5 Tip Grit Tipper 7.5t,Diesel,46472.0,6056.0,Miles,15.72,654,
Renault Midlum 7.5 Tip Grit Tipper 7.5t,Diesel,32386.0,5438.0,Miles,17.82,655,
Renault Midlum 220 dxi Flatback over 7.5t,Diesel,21049.0,327.0,Miles,6.09,658,
Mercedes Arocs 2635K Tipper over 7.5t,Diesel,10077.0,2151.0,Miles,5.88,659,
Renault Premium Tipper over 7.5t,Diesel,53426.0,3598.0,Miles,7.91,660,
Ford Transit 430 LWB WASH Van 3.5t - 7.5t,Diesel,46871.0,2938.0,Miles,8.86,661,
Mercedes Econic 4 Axle Bin,Diesel,114802.0,8279.0,Kilometres,1.91,665,
Mercedes  Econic 3 Axle Bin,Diesel,119048.0,19522.0,Kilometres,3.47,666,
Mercedes Econic 3 Axle Bin,Diesel,89507.0,11951.0,Kilometres,2.81,667,
Mercedes Econic 3 Axle Bin,Diesel,99614.0,13593.0,Kilometres,2.74,668,
Mercedes Econic 3 Axle Bin,Diesel,84953.0,10253.0,Kilometres,2.63,669,
Mercedes Econic 3 Axle Bin,Diesel,91738.0,11753.0,Kilometres,2.83,670,
Mercedes Econic 3 Axle Bin,Diesel,82335.0,10478.0,Kilometres,2.32,671,
Mercedes Econic 3 Axle Bin,Diesel,90794.0,13879.0,Kilometres,2.98,672,
Mercedes Econic 3 Axle Bin,Diesel,92627.0,13508.0,Kilometres,2.88,673,
Mercedes Econic 3 Axle Bin,Diesel,102037.0,14295.0,Kilometres,3.04,674,
Mercedes Econic 3 Axle Bin,Diesel,104713.0,14410.0,Kilometres,3.1,675,
Mercedes Econic 3 Axle Bin,Diesel,89324.0,11555.0,Kilometres,2.74,676,
Mercedes Econic 3 Axle Bin,Diesel,85567.0,11030.0,Kilometres,2.55,677,
Mercedes Econic 3 Axle Bin,Diesel,88049.0,13130.0,Kilometres,3.13,678,
Mercedes Econic 3 Axle Bin,Diesel,78143.0,9870.0,Kilometres,2.36,679,
Mercedes  Econic 3 Axle Bin,Diesel,94990.0,14007.0,Kilometres,3.59,680,
Mercedes Econic 3 Axle Bin,Diesel,93033.0,11135.0,Kilometres,3.16,681,
Dennis Eagle Elite 3 Axle Bin,Diesel,60440.0,9342.0,Kilometres,2.83,682,
Dennis Eagle Elite 3 Axle Bin,Diesel,93365.0,7787.0,Kilometres,2.28,683,
Mercedes Econic 3 Axle Bin,Diesel,75182.0,14918.0,Kilometres,3.35,684,
Mercedes Econic 3 Axle Bin,Diesel,42330.0,8992.0,Kilometres,1.9,685,
Mercedes Econic 3 Axle Bin,Diesel,38595.0,7664.0,Kilometres,1.85,686,
Mercedes Econic 3 Axle Bin,Diesel,57550.0,11293.0,Kilometres,2.12,687,
Mercedes Econic 3 Axle Bin,Diesel,45831.0,9202.0,Kilometres,2.05,688,
Mercedes Econic 3 Axle Bin,Diesel,59423.0,12303.0,Kilometres,2.38,689,
Mercedes Econic 3 Axle Bin,Diesel,52162.0,26757.0,Kilometres,6.75,690,
Mercedes Econic 3 Axle Bin,Diesel,38428.0,8028.0,Kilometres,1.86,691,
Mercedes Econic 3 Axle Bin,Diesel,64264.0,10852.0,Kilometres,3.3,692,
Mercedes Econic 2 Axle Bin,Diesel,57890.0,12345.0,Kilometres,3.71,693,
Daf LF220 2 Axle Bin,Diesel,105522.0,21206.0,Kilometres,6.04,694,
Daf LF220 2 Axle Bin,Diesel,71390.0,15378.0,Kilometres,6.58,695,
Mercedes Econic 4 Axle Bin,Diesel,67029.0,17262.0,Kilometres,2.85,696,
Mercedes Econic 4 Axle Bin,Diesel,70596.0,37709.0,Kilometres,6.76,697,
Mercedes Econic 3 Axle Bin,Diesel,27449.0,7222.0,Kilometres,1.65,698,
Mercedes Econic 3 Axle Bin,Diesel,35527.0,9710.0,Kilometres,2.16,699,
Mercedes Econic 3 Axle Bin,Diesel,34346.0,9314.0,Kilometres,2.12,700,
Mereecdes Econic 3 Axle Bin,Diesel,31894.0,9168.0,Kilometres,2.59,701,
Mercedes Econic 3 Axle Bin,Diesel,24975.0,6793.0,Kilometres,1.9,702,
Mercedes Econic 3 Axle Bin,Diesel,53782.0,14853.0,Kilometres,3.31,703,
Mercedes Econic 3 Axle Bin,Diesel,26821.0,7254.0,Kilometres,1.8,704,
Mercedes Econic 3 Axle Bin,Diesel,25427.0,6764.0,Kilometres,1.76,705,
Mercedes Econic 3 Axle Bin,Diesel,49416.0,11136.0,Kilometres,2.63,706,
Mercedes Econic 3 Axle Bin,Diesel,44996.0,11330.0,Kilometres,2.32,707,
Mercedes Econic 3 Axle Bin,Diesel,65172.0,15833.0,Kilometres,3.32,708,
Mercedes Econic 3 Axle Bin,Diesel,46280.0,12588.0,Kilometres,2.25,709,
Dennis Elite 3 Axle Bin,Diesel,57605.0,16020.0,Kilometres,3.99,710,
Dennis Elite 3 Axle Bin,Diesel,51880.0,16261.0,Kilometres,4.03,711,
Dennis Elite 3 Axle Bin,Diesel,36574.0,9651.0,Kilometres,2.74,712,
Dennis Dennis Mun RCV 3 Axle Bin,Diesel,41373.0,19128.0,Miles,7.93,713,
Dennis Dennis Mun RCV 3 Axle Bin,Diesel,45223.0,23706.0,Miles,7.52,714,
Dennis Dennis Mun RCV 3 Axle Bin,Diesel,39214.0,21062.0,Miles,7.59,715,
Mercedes Econic 3 Axle Bin,Diesel,190004.0,10125.0,Kilometres,2.85,716,
Mercedes Econic 3 Axle Bin,Diesel,169783.0,12890.0,Kilometres,3.31,717,
Mercedes Econic 3 Axle Bin,Diesel,169710.0,11786.0,Kilometres,3.13,718,
Mercedes Econic 3 Axle Bin,Diesel,163966.0,10641.0,Kilometres,3.15,719,
Mercedes Econic 3 Axle Bin,Diesel,148669.0,11474.0,Kilometres,3.3,720,
Mercedes Econic 3 Axle Bin,Diesel,156265.0,12148.0,Kilometres,2.95,721,
Mercedes Econic 3 Axle Bin,Diesel,138993.0,8682.0,Kilometres,2.99,722,
Dennis Elite 3 Axle Bin,Diesel,139156.0,16868.0,Kilometres,4.66,723,
Dennis Elite 3 Axle Bin,Diesel,74395.0,8946.0,Kilometres,3.19,724,
Dennis Elite 3 Axle Bin,Diesel,93055.0,8305.0,Kilometres,2.96,725,
Dennis Elite 3 Axle Bin,Diesel,85178.0,9067.0,Kilometres,3.33,726,
Dennis Elite 3 Axle Bin,Diesel,74307.0,8852.0,Kilometres,2.49,727,
Dennis Elite 3 Axle Bin,Diesel,57609.0,4663.0,Kilometres,4.05,728,
Renault Kerax Hookloader,Diesel,162867.0,23101.0,Kilometres,5.41,733,
Renault Kerax Hookloader,Diesel,192077.0,24875.0,Kilometres,5.3,734,
Renault Kerax Hookloader,Diesel,172675.0,19836.0,Kilometres,5.1,735,
Renault Kerax Hookloader,Diesel,184143.0,23346.0,Kilometres,5.19,736,
Renault Kerax Hookloader,Diesel,167764.0,17721.0,Kilometres,5.05,737,
Mercedes Arocs Hookloader,Diesel,80191.0,29244.0,Kilometres,5.39,738,
Mercedes Arocs Hookloader,Diesel,73568.0,24100.0,Kilometres,5.23,739,
Mercedes Arocs Hookloader,Diesel,61859.0,20248.0,Kilometres,5.16,740,
Jaguar XJL Portfolio V6 D Limousine,Diesel,67691.0,0.0,Miles,0.0,742,
Vauxhall CORSA  CDTI Car,Diesel,9329.0,2849.0,Miles,50.04,743,
Vauxhall Mokka 4x4 Utility Vehicle,Diesel,29064.0,5369.0,Miles,39.29,744,
Nissan Note Car,Diesel,42233.0,1052.0,Miles,56.17,745,
Peugeot car Car,Diesel,20475.0,3319.0,Miles,108.32,746,
Peugeot 308 Car Car,Diesel,115020.0,36100.0,Miles,50.79,747,
Nissan Note Car,Diesel,15559.0,948.0,Miles,36.04,748,
Peugeot Expert Combi 9 seat MPV,Diesel,37352.0,14202.0,Miles,34.75,749,
Renault  Traffic Welfare,Diesel,112.0,0.0,Miles,0.0,750,
Volkswagon Caddy Maxi Welfare,Diesel,16270.0,16244.0,Miles,37.09,751,
  Caddy Maxi Life Wav,Diesel,8103.0,8066.0,Miles,42.22,752,
  Caddy Maxi Life Van,Diesel,6187.0,6160.0,Miles,36.93,753,
Volkswagen  Caddy Maxi Life Van,Diesel,6378.0,6361.0,Miles,35.21,754,
  VW Caddy,Diesel,1060.0,1032.0,Miles,26.6,755,
  VW Caddy,Diesel,360.0,307.0,Miles,15.77,756,
  VW Caddy,Diesel,967.0,884.0,Miles,24.48,757,
  VW Caddy,Diesel,925.0,895.0,Miles,28.76,758,
Volkswagen Caddy 7 seater,Diesel,691.0,656.0,Miles,20.03,759,
Volkswagen Caddy 7 seater,Diesel,366.0,299.0,Miles,16.18,760,
Volkswagen Caddy 7 seater,Diesel,1075.0,1044.0,Miles,29.36,761,
Volkswagen Caddy 7 seater,Diesel,784.0,756.0,Miles,26.26,762,
Volkswagen Maxi Life Caddy,Diesel,393.0,318.0,Miles,18.5,763,
Volkswagen Maxi Life Caddy,Diesel,53.0,0.0,Miles,0.0,764,
Volkswagen Maxi Life Caddy,Diesel,0.0,0.0,Miles,0.0,765,
Volkswagen Maxi Life Caddy,Diesel,22.0,0.0,Miles,0.0,766,
Volkswagen Maxi Life Caddy,Diesel,350.0,300.0,Miles,17.98,767,
Volkswagen Maxi Life Caddy,Diesel,79.0,0.0,Miles,0.0,768,
Volkswagen Caddy 7 seater,Diesel,33.0,0.0,Miles,0.0,769,
Volkswagen Maxi Life Caddy,Diesel,0.0,0.0,Miles,0.0,770,
Volkswagen Maxi Life Caddy,Diesel,25.0,0.0,Miles,0.0,771,
Volkwagon Caddy Life MPV,Diesel,0.0,0.0,Miles,0.0,772,
Volkswagen Maxi Life Caddy,Diesel,0.0,0.0,Miles,0.0,773,
Volkswagon Caddy MPV Van Small,Diesel,0.0,0.0,Miles,0.0,774,
Volkswagen Caddy ,Diesel,24.0,0.0,Miles,0.0,775,
Volkwagon Caddy Life MPV,Diesel,0.0,0.0,Miles,0.0,776,
Volkswagon Caddy life MPV,Diesel,0.0,0.0,Miles,0.0,777,
Volkswagon Caddy WAV Van Small,Diesel,0.0,0.0,Miles,0.0,778,
Volkswagon Caddy life MPV,Diesel,0.0,0.0,Miles,0.0,779,
Volkswagon Caddy Life MPV,Diesel,0.0,0.0,Miles,0.0,780,
Volkswagon Caddy Life MPV,Diesel,0.0,0.0,Miles,0.0,781,
Volkswagen  Caddy Maxi Life Van,Diesel,25.0,0.0,Miles,0.0,782,
  Custom WAV,Diesel,0.0,0.0,Miles,0.0,783,
  Custom WAV,Diesel,0.0,0.0,Miles,0.0,784,
Ford Kuga Zetec 4x4 Utility Vehicle,Diesel,83027.0,7311.0,Miles,36.89,785,
Peugeot Expert Welfare MPV Welfare,Diesel,223513.0,13264.0,Miles,58.76,786,
Peugeot Expert Welfare MPV Welfare,Diesel,233374.0,7010.0,Miles,46.89,787,
Peugeot Expert Welfare MPV Welfare,Diesel,88679.0,6204.0,Miles,34.02,788,
Peugeot Expert Welfare MPV Welfare,Diesel,112787.0,782.0,Miles,20.78,789,
Ford Mondeo car Car,Diesel,57892.0,4819.0,Miles,31.4,790,
Peugeot Expert Tepee MPV,Diesel,38763.0,6976.0,Miles,32.41,791,
Peugeot 208 Car,Diesel,0.0,0.0,Miles,0.0,792,
Peugeot 308 Estate Car,Diesel,0.0,0.0,Miles,0.0,793,
Peugeot Expert Tepee MPV,Diesel,58386.0,2952.0,Miles,38.03,794,
Peugeot  7 Seater,Diesel,8342.0,508.0,Miles,23.02,795,
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,43780.0,4475.0,Miles,42.93,796,
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,55372.0,6885.0,Miles,46.73,797,
Vauxhall Corsa Small Van,Diesel,78563.0,4363.0,Miles,58.36,798,
Vauxhall Corsa Small Van,Diesel,37059.0,-318041.0,Miles,-9238.62,799,
Vauxhall Corsa Small Van,Diesel,59217.0,1676.0,Miles,44.65,800,
Vauxhall  Corsa Small Van,Diesel,43059.0,2685.0,Miles,42.1,801,
Vauxhall  Corsa Small Van,Diesel,37260.0,901.0,Miles,33.92,802,
Vauxhall Corsa Small Van,Diesel,74909.0,4397.0,Miles,53.71,803,
Vauxhall Corsa Small Van,Diesel,58353.0,2721.0,Miles,50.38,804,
Vauxhall Corsa Small Van,Diesel,63765.0,3236.0,Miles,51.73,805,
Vauxhall Corsa Small Van,Diesel,23113.0,1887.0,Miles,44.83,806,
Vauxhall Corsa Small Van,Diesel,21239.0,679.0,Miles,38.63,807,
Vauxhall  Corsa Small Van,Diesel,36178.0,2609.0,Miles,53.58,808,
Vauxhall Corsa Small Van,Diesel,62982.0,6067.0,Kilometres,41.91,809,
Vauxhall Corsa Small Van,Diesel,42173.0,1651.0,Miles,47.59,810,
Vauxhall  Corsa Small Van,Diesel,42270.0,2012.0,Miles,41.42,811,
Vauxhall Corsa Small Van,Diesel,49500.0,3938.0,Miles,49.5,812,
Vauxhall Corsa Small Van,Diesel,35334.0,1937.0,Miles,41.76,813,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,46057.0,12467.0,Miles,20.0,814,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,51200.0,8689.0,Miles,18.45,815,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,60932.0,9188.0,Miles,18.72,816,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,47993.0,12716.0,Miles,18.92,817,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,89005.0,14410.0,Miles,18.97,818,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,39415.0,7112.0,Miles,17.97,819,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,49801.0,12449.0,Miles,18.3,820,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,66485.0,18169.0,Miles,19.69,821,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,89844.0,16460.0,Miles,19.37,822,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,62435.0,11404.0,Miles,18.25,823,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,56759.0,15551.0,Miles,20.78,824,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,60345.0,14258.0,Miles,18.82,825,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,56241.0,13020.0,Miles,19.08,826,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,48977.0,10784.0,Miles,19.51,827,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,50038.0,10393.0,Miles,17.73,828,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,46831.0,12041.0,Miles,20.94,829,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,46390.0,11875.0,Miles,19.91,830,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,70635.0,16515.0,Miles,21.19,831,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,37974.0,10133.0,Miles,21.24,832,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,65998.0,14357.0,Miles,20.61,833,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,54448.0,12703.0,Miles,19.28,834,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,58514.0,12023.0,Miles,18.26,835,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,72496.0,16285.0,Miles,18.67,836,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,46432.0,10001.0,Miles,18.83,837,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,61195.0,11015.0,Miles,19.6,838,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,60056.0,12549.0,Miles,20.83,839,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,66322.0,9404.0,Miles,18.29,840,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,50920.0,13295.0,Miles,19.67,841,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,18532.0,4954.0,Miles,20.21,842,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,41808.0,11833.0,Miles,17.41,843,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,44911.0,12263.0,Miles,20.48,844,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,65801.0,19627.0,Miles,21.78,845,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,46779.0,9543.0,Miles,17.78,846,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,77132.0,20049.0,Miles,20.03,847,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,51481.0,16211.0,Miles,20.46,848,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,44557.0,10655.0,Miles,21.27,849,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,49435.0,10855.0,Miles,21.6,850,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,36118.0,9575.0,Miles,19.4,851,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,49706.0,11064.0,Miles,20.58,852,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,34652.0,8701.0,Miles,22.35,853,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,77096.0,22818.0,Miles,22.05,854,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,40818.0,11316.0,Miles,20.79,855,
  Welfare Bus,Diesel,9110.0,9004.0,Miles,18.4,856,
  Welfare Bus,Diesel,7384.0,7304.0,Miles,16.92,857,
  Welfare Bus,Diesel,15509.0,15429.0,Miles,21.16,858,
Volkswagon Crafter Welfare,Diesel,8962.0,8881.0,Miles,19.53,859,
Volkswagon Crafter Welfare,Diesel,10325.0,10220.0,Miles,18.8,860,
Volkswagon Crafter Welfare,Diesel,5479.0,5389.0,Miles,18.28,861,
Volkswagen Crafter Welfare,Diesel,4844.0,4771.0,Miles,17.12,862,
Volkswagen Crafter Welfare,Diesel,5264.0,5183.0,Miles,20.16,863,
Volkswagen Crafter Welfare,Diesel,6850.0,6766.0,Miles,19.94,864,
  Welfare Bus,Diesel,7284.0,7162.0,Miles,18.79,865,
Volkswagen Crafter Welfare Bus,Diesel,6467.0,6384.0,Miles,19.46,866,
Volkswagen Crafter Welfare Bus,Diesel,4459.0,-121659.0,Miles,-494.75,867,
  Minibus,Diesel,4388.0,4305.0,Miles,19.09,868,
  Welfare Bus,Diesel,4697.0,4238.0,Miles,15.69,869,
Mercedes Sprinter 511 CDi Wel Welfare Bus,Diesel,130068.0,0.0,Miles,0.0,870,
  Minibus,Diesel,7019.0,6944.0,Miles,16.39,871,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,128590.0,0.0,Miles,0.0,872,
  Welfare Bus,Diesel,1766.0,1689.0,Miles,12.94,873,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,143689.0,0.0,Miles,0.0,874,
  Minibus,Diesel,5984.0,5903.0,Miles,18.89,875,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,114327.0,0.0,Miles,0.0,876,
  Minibus,Diesel,7099.0,7018.0,Miles,21.4,877,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,138775.0,6789.0,Miles,23.06,878,
  Welfare Bus,Diesel,3448.0,3323.0,Miles,26.36,879,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123872.0,0.0,Miles,0.0,880,
  Welfare Bus,Diesel,4145.0,4014.0,Miles,16.56,881,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123659.0,0.0,Miles,0.0,882,
  Minibus,Diesel,5707.0,5592.0,Miles,19.22,883,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123590.0,3313.0,Miles,18.19,884,
  Minibus,Diesel,7528.0,7443.0,Miles,19.52,885,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,127530.0,0.0,Miles,0.0,886,
  Welfare Bus,Diesel,4647.0,4548.0,Miles,19.28,887,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,133736.0,2484.0,Miles,18.21,888,
  Minibus,Diesel,8972.0,8883.0,Miles,22.65,889,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,129085.0,0.0,Miles,0.0,890,
  Minibus,Diesel,5692.0,5605.0,Miles,18.74,891,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,110440.0,0.0,Miles,0.0,892,
  Minibus,Diesel,3458.0,3363.0,Miles,14.63,893,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,131900.0,0.0,Miles,0.0,894,
  Welfare Bus,Diesel,5042.0,4958.0,Miles,21.96,895,
  Welfare Bus,Diesel,3573.0,3440.0,Miles,17.05,896,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82761.0,0.0,Miles,0.0,897,
  Minibus,Diesel,2108.0,2011.0,Miles,13.55,898,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,115922.0,2776.0,Miles,23.66,899,
  Minibus,Diesel,3647.0,3551.0,Miles,19.52,900,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,101762.0,4106.0,Miles,21.15,901,
  Minibus,Diesel,3517.0,3432.0,Miles,17.25,902,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,102465.0,5244.0,Miles,22.38,903,
  Welfare Bus,Diesel,3308.0,3103.0,Miles,16.59,904,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,86013.0,2084.0,Miles,22.69,905,
  Minibus,Diesel,4918.0,4833.0,Miles,19.8,906,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,103940.0,3476.0,Miles,21.01,907,
  Welfare Bus,Diesel,6012.0,5931.0,Miles,19.94,908,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,96784.0,0.0,Miles,0.0,909,
  Welfare Bus,Diesel,4260.0,4158.0,Miles,16.71,910,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,96454.0,5200.0,Miles,17.49,911,
  Welfare Bus,Diesel,3265.0,3187.0,Miles,17.06,912,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82610.0,4948.0,Miles,20.63,913,
  Welfare Bus,Diesel,4469.0,4388.0,Miles,18.1,914,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,107707.0,6130.0,Miles,21.23,915,
  Welfare Bus,Diesel,2378.0,2300.0,Miles,16.8,916,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123726.0,7122.0,Miles,21.2,917,
  Welfare Bus,Diesel,475.0,383.0,Miles,11.52,918,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,101188.0,7926.0,Miles,18.63,919,
  Welfare Bus,Diesel,2206.0,2121.0,Miles,15.61,920,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,116875.0,6030.0,Miles,20.87,921,
  Welfare Bus,Diesel,3681.0,3608.0,Miles,17.37,922,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,106165.0,0.0,Miles,0.0,923,
  Welfare Bus,Diesel,4634.0,4548.0,Miles,19.47,924,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,77947.0,6654.0,Miles,19.34,925,
  Welfare Bus,Diesel,2414.0,2115.0,Miles,17.0,926,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,87666.0,9239.0,Miles,23.57,927,
  Welfare Bus,Diesel,4322.0,4235.0,Miles,19.03,928,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,88827.0,6860.0,Miles,21.32,929,
  Welfare Bus,Diesel,3967.0,3857.0,Miles,20.77,930,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,88955.0,9921.0,Miles,20.57,931,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,98198.0,5469.0,Miles,22.08,932,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,79712.0,3561.0,Miles,20.55,933,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,71174.0,4674.0,Miles,17.51,934,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,72784.0,6273.0,Miles,20.67,935,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82469.0,10169.0,Miles,22.31,936,
Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,80991.0,7486.0,Miles,21.37,937,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,56854.0,18683.0,Miles,20.54,938,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,56132.0,16564.0,Miles,20.98,939,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,40496.0,13499.0,Miles,19.15,940,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,48177.0,13402.0,Miles,21.66,941,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,53739.0,2453.0,Miles,33.07,942,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,106827.0,10019.0,Miles,36.6,943,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,55439.0,2538.0,Miles,34.75,944,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,14679.0,0.0,Miles,0.0,945,
Ford Transit 14st minibus Minibus to 17 Seats,Diesel,20860.0,2176.0,Miles,37.87,946,
Ford Transit 14st minibus Minibus to 17 Seats,Diesel,28747.0,10392.0,Miles,35.44,947,
Ford Transit 14st minibus Minibus to 17 Seats,Diesel,21705.0,923.0,Miles,26.81,948,
Vauxhall Movano Bus Minibus to 17 Seats,Diesel,6853.0,2578.0,Kilometres,3.03,949,
Vauxhall Movano Bus Minibus to 17 Seats,Diesel,17990.0,3920.0,Miles,55.18,950,
  Minibus,Diesel,994.0,682.0,Miles,17.85,951,
  Minibus,Diesel,3637.0,3057.0,Miles,34.32,952,
Peugeot Boxer Welfare,Diesel,0.0,0.0,Miles,0.0,953,
Fiat Ducato Welfare,Diesel,18284.0,12059.0,Miles,21.07,954,
Fiat Ducato Welfare,Diesel,18385.0,12080.0,Miles,20.14,955,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,62009.0,9136.0,Miles,18.6,956,
Fiat Ducato Welfare,Diesel,30063.0,19909.0,Miles,20.74,957,
Fiat Ducato Welfare,Diesel,14088.0,10100.0,Miles,19.92,958,
Fiat Ducato Welfare,Diesel,18090.0,11998.0,Miles,15.48,959,
Fiat  Ducato Welfare,Diesel,20743.0,13344.0,Miles,20.81,960,
Fiat Ducato Welfare,Diesel,14899.0,9979.0,Miles,18.81,961,
Fiat Ducato welfare,Diesel,21024.0,13989.0,Miles,23.36,962,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,48505.0,9255.0,Miles,17.94,963,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,70037.0,9178.0,Miles,18.54,964,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,70162.0,14253.0,Miles,18.77,965,
